name,keysig,mode,melody
deut1034,-1,0,(65 69 69 70 70 72 72 72 72 70 69 70 72 70 67 69 72 69 69 67 67 65 65 62 69 69 65 69 70 72 70 69 67 65)
deut1035,1,0,(67 67 67 67 69 71 72 71 69 71 69 67 67 71 71 72 74 74 69 71 72 72 71 72 74 74 69 71 72 71 69 67 71 72 74 74 69 71 72 72 71 69 67 72 71 69 67)
deut1036,3,0,(64 69 69 71 71 73 73 73 71 69 71 73 74 76 76 73 73 73 71 69 71 73 73 71 69 69 71 69)
deut1037,3,0,(69 66 66 69 66 66 69 71 69 66 69 71 69 67 64 67 66 66 64 64 64 69 69 69 73 73 73 71 71 76 74 71 69)
deut1038,1,0,(62 67 71 71 69 67 69 62 62 62 72 72 72 76 74 72 71 69 74 69 69 71 69 67 66 64 62 62 71 74 72 76 74 72 71 69 67)
deut1039,1,0,(62 67 71 74 74 74 71 71 69 76 74 72 71 67 76 74 74 76 74 72 72 74 76 74 71 71 74 74 76 74 74 72 71)
deut104,2,0,(57 55 54 57 62 54 57 55 52 54 50 57 55 54 57 62 54 57 55 52 54 50 50 54 57 50 54 57 61 57 61 61 62 54 57 54 50 54 57 50 54 57 59 55 62 59 57 61 61 62 54 57 66 64 62)
deut1040,-1,0,(65 65 65 67 69 70 69 67 70 69 65 67 67 65 65 65 65 67 69 70 69 67 70 69 65 67 67 65 65 67 69 70 67 69 70 72 72 74 72 72 70 72 72 72 72 69 72 70 69 67 70 69 65 67 67 65)
deut1041,-2,9,(67 67 67 67 67 72 70 69 67 70 69 67 66 67 67 67 67 67 67 72 70 69 67 70 69 67 66 67 67 69 70 72 69 70 72 74 76 77 76 74 73 74 74 74 74 74 74 72 70 69 67 70 69 67 66 67)
deut1042,-1,0,(58 65 65 67 72 69 67 67 69 69 70 74 72 72 74 72 74 76 77 74 72 72 70 69 69 67 67 65 72 74 72 74 76 77 74 72 72 70 69 69 67 67 65)
deut1043,-1,0,(65 69 69 69 65 72 74 72 74 72 70 69 67 65 65 69 69 69 65 72 74 72 74 72 70 69 67 65 77 77 77 76 76 77 74 72 77 76 79 77 76 74 72 74 72 70 69 67 65)
deut1044,1,0,(67 71 69 71 72 74 72 71 76 74 72 71 69 67 71 69 76 74 72 71 69 67)
deut1045,1,0,(62 67 67 67 69 71 73 74 76 74 72 71 69 71 74 72 71 69 71 71 69 69 74 72 71 69 71 71 69 71 72 76 74 74 74 71 69 67 69 69 71)
deut1046,1,9,(59 64 63 64 66 67 66 64 67 66 59 60 63 64 64 71 71 71 69 67 66 66 67 64 64 64 66 59 59 59 64 67 66 64 63 71 71 69 67 67 66 66 64)
deut1047,0,9,(69 69 69 69 71 72 71 69 67 69 72 71 69 69 68 69 69 69 69 69 71 72 71 69 67 69 72 71 69 69 68 69 72 71 69 67 65 64 64 64 72 71 69 67 65 64 64 64 64 69 69 69 71 72 71 69 67 69 72 71 69 69 68 69)
deut1048,-1,0,(65 65 67 69 69 65 65 67 69 70 70 69 65 64 65 67 67 69 67 67 65 69 67 65 65 65 67 69 69 65 65 67 69 70 70 69 65 64 65 67 67 69 67 67 65 69 67 65 65 65 64 65 62 60 62 64 65 67 72 72 70 72 69 67 72 72 70 72 69 70 69 67 69 69 69 69 69 65 67 69 70 69 72 70 69 67 69 65 64 65 67 67 69 67 67 65 69 67 67 65 60 65 69 67 67 65)
deut1049,-1,0,(65 65 67 69 65 69 70 72 72 69 74 72 70 69 67 65 67 65 65 65 67 69 65 69 70 72 72 69 74 72 70 69 67 65 67 65 65 69 69 67 69 70 72 70 72 72 72 72 74 74 72 70 69 70 69 69 69 65 67 72 74 74 72 70 69 67 65 70 69 67 65)
deut105,1,0,(71 69 67 67 62 62 62 67 71 74 74 71 67 62 72 71 69 69 62 62 62 66 69 74 74 69 66 62 71 72 74 76 69 69 72 69 66 67 71 67 76 76 76 76 74 74 74 74 66 66 67)
deut1050,-1,0,(65 65 65 65 65 60 60 60 62 62 64 64 65 65 65 65 65 65 60 60 60 62 62 64 64 65 69 69 69 69 70 72 69 69 72 72 70 70 69 69 74 74 74 74 72 72 69 72 72 70 70 69 69 69 69 67 65 64 65 67 65 64 62 64 65)
deut1051,1,0,(74 74 71 72 74 76 74 76 72 76 74 71 72 69 71 72 71 69 67 71 69 66 67 64 66 67 66 64 62 71 69 67 67 66 67 71 72 69 71 72 71 69 67 69 71 72 69 69 68 69 69 67 66 67 66 64 62 74 72 71 72 71 69 67 71 69 67 67 66 67)
deut1052,1,0,(67 67 67 69 71 72 72 71 69 67 72 72 71 72 67 67 67 69 71 72 72 71 69 67 72 72 71 72 74 76 74 72 71 72 74 74 74 74 69 71 72 74 71 67 67 66 67)
deut1053,1,0,(67 67 67 64 66 67 69 67 66 64 66 67 69 67 66 64 62 64 62 67 67 67 64 66 67 69 67 66 64 66 67 69 67 66 64 62 64 62 71 71 71 67 69 71 69 67 66 74 72 71 69 67 66 67 69 67)
deut1054,0,0,(52 57 55 53 52 50 52 59 60 60 59 59 57 52 57 55 53 52 50 52 59 60 60 59 59 57 60 59 55 57 59 60 55 57 55 57 53 52 60 59 62 60 59 57 59 52 53 52 50 50 52)
deut1055,0,0,(60 67 67 65 65 67 67 60 60 67 65 70 69 67 65 67 67 72 72 69 69 70 70 67 60 63 65 67 65 63 62 60)
deut1056,1,0,(62 67 67 71 71 67 67 62 62 67 67 71 71 67 62 74 74 74 71 67 76 76 74 74 72 72 71 71 69 67)
deut1057,-1,0,(65 65 72 72 69 72 72 72 69 67 69 70 67 65 65 69 67 69 70 72 67 67 69 67 69 70 72 67 67 65)
deut1058,0,9,(69 69 69 72 74 76 69 72 74 76 69 69 69 72 74 76 69 72 74 76 72 72 72 72 76 77 76 74 72 71 69)
deut1059,3,0,(69 71 73 71 73 74 76 73 76 74 73 71 76 73 69 71 73 71 73 74 76 73 76 74 73 71 76 73 73 73 71 69 68 66 64 71 69 68 66 64 66 64 61 63 64 66 68 69 69 71 71 73 76 74 73 71 69 71 69 69 68 69)
deut106,0,0,(55 55 55 52 55 53 53 50 50 53 52 50 57 55 53 52 60 55 55 55 55 52 55 53 53 50 50 53 52 50 57 55 47 48 52 52 52 55 55 60 55 57 57 62 60 59 55 55 65 64 62 60)
deut1060,0,9,(64 69 71 72 69 68 71 69 72 71 69 67 66 64 63 64 64 69 71 72 69 68 71 69 72 71 69 67 66 64 63 64 71 72 71 72 69 67 66 64 72 74 76 74 72 71 69 68 69 71 69 69 68 69 69 64 64 66 68 69)
deut1061,-1,0,(72 72 70 69 70 69 67 69 65 69 67 65 67 65 67 65 64 62 64 65 72 72 70 69 70 69 67 69 65 69 67 65 67 65 67 65 64 62 64 65 67 69 70 70 70 72 74 72 74 76 77 76 74 72 74 72 71 69 71 72 67 69 70 70 70 72 74 72 74 76 77 76 74 72 74 72 71 69 71 72)
deut1062,-1,0,(65 65 65 72 72 74 76 77 72 70 72 69 67 65 65 65 65 72 72 74 76 77 72 70 72 69 67 65 72 72 70 69 65 69 70 72 77 79 76 77 74 72 72 72 74 76 72 77 74 72 72 74 77 76 74 72 69 67 65 69 72 69 67 65)
deut1063,0,0,(67 64 72 69 67 69 67 65 64 67 72 69 65 64 62 60 67 64 72 69 67 69 67 65 64 67 72 69 65 64 62 60 62 64 65 62 64 65 67 64 62 64 65 62 64 65 67 64 67 64 72 69 67 69 67 65 64 67 72 69 65 64 62 60)
deut1064,0,0,(72 72 71 71 72 72 67 72 72 71 74 72 72 72 71 71 72 72 67 72 72 71 74 72 67 69 69 69 69 67 67 67 67 77 76 74 67 67 67 70 69 72 65 69 69 69 72 70 74 67 67 72 70 72 70 72 64 65 67 60)
deut1065,-1,0,(60 65 65 67 67 69 69 70 72 74 72 70 69 67 72 74 70 74 77 74 74 72 72 69 72 72 70 69 67 65 69 67 70 69 72 70 74 72 77 69 72 72 70 69 67 65)
deut1066,-2,0,(65 70 74 74 74 77 77 72 75 75 74 77 65 70 74 74 74 77 77 72 75 75 74 74 72 75 74 74 72 77 75 74)
deut1067,-1,0,(60 65 60 65 69 65 69 72 74 72 70 69 69 67 70 70 74 77 74 72 69 69 72 72 70 70 70 74 72 69 72 72 70 67 67 65 70 70 74 77 74 72 69 69 72 72 70 70 70 74 72 69 72 72 70 67 67 65)
deut1068,-1,0,(72 69 65 65 67 70 69 65 72 74 72 70 70 69 65 65 74 74 77 74 72 69 72 72 70 67 70 70 69 65 65 74 74 77 74 72 69 72 72 70 67 69 67 65)
deut1069,-2,0,(65 70 69 70 67 65 62 70 72 74 72 70 74 74 72 74 75 79 77 74 77 77 79 77 75 74 74 74 72 74 75 79 77 74 77 77 79 77 75 74)
deut107,1,0,(71 72 74 71 72 69 71 71 71 69 74 76 73 74 71 72 74 74 72 71 69 67 76 72 72 71 74 72 69 67)
deut1070,-2,9,(65 70 72 74 72 74 75 74 72 70 72 65 70 72 74 75 77 75 74 70 72 69 70 72 72 72 69 67 65 74 74 74 70 69 67 67 75 74 72 70 69 72 70 67 69 66 67)
deut1071,1,0,(62 67 67 66 64 62 72 69 66 69 67 62 67 67 66 64 62 72 69 66 67 69 71 69 69 71 69 69 71 69 69 71 69 67 66 64 62 72 71 69 67 66 64 66 67)
deut1072,1,0,(67 66 67 69 67 66 64 62 62 69 69 69 71 67 67 66 67 69 67 66 64 62 62 69 69 69 71 67 69 71 69 69 71 69 69 71 69 69 71 69 67 66 64 62 74 74 72 71 69 69 71 67)
deut1073,1,0,(71 69 71 72 72 62 72 72 76 74 71 71 69 71 72 72 62 72 72 76 74 71 69 71 69 69 71 69 69 71 69 71 72 71 69 71 71 71 71 74 74 72 71 72 69 67 79 74 71 71 71 71 74 74 72 71 72 69 67 71 71 71 71 74 74 72 71 72 69 67 79 74 71 71 71 71 74 74 72 71 72 69 67)
deut1074,2,0,(74 73 71 69 67 66 67 69 74 73 71 69 67 66 64 74 73 71 69 67 66 67 69 66 62 64 61 62 62 62 66 62 66 62 66 69 61 64 61 64 61 64 67 62 66 62 66 62 66 69 66 62 64 61 62 62)
deut1075,1,0,(74 74 71 67 71 71 69 67 69 69 66 62 72 72 71 69 71 74 74 76 74 72 71 69 69 71 72 69 71 76 74 71 69 71 72 69 71 76 74 71 71 69 67 67)
deut1076,1,0,(67 71 69 67 62 71 74 72 71 71 69 67 69 74 72 71 69 67 67 71 69 67 71 74 72 71 69 67 69 74 72 71 69 67)
deut1077,1,0,(62 67 64 69 66 62 67 71 62 67 62 69 66 62 67 62 67 64 69 66 62 67 71 62 67 62 69 66 62 67 62 72 71 69 62 71 69 67 64 64 62 67 71 74 72 71)
deut1078,-1,0,(60 65 67 69 70 67 69 65 69 69 70 72 74 70 72 69 65 65 65 74 74 77 74 72 69 72 72 72 70 67 72 72 72 69 65 65 65 74 74 77 74 72 69 72 72 72 70 67 72 72 72 69)
deut1079,1,0,(62 62 67 67 67 62 71 67 69 67 66 64 62 62 71 67 62 62 67 67 67 62 71 67 69 67 66 64 62 62 71 67 67 69 69 69 66 67 66 67 69 66 62 66 69 69 69 67 66 64 62 62 67 67 69 71 71 69 74 71 62 67 66 67 69 71 74 69 74 67)
deut108,4,0,(59 64 59 57 54 52 56 54 54 56 59 57 56 54 59 64 59 57 54 52 56 54 54 59 61 58 54 51 63 64 56 58 61 59 61 54 54 54 56 57 59 57 61 54 54 57 56 57 59 59 56 56 64 64 61 61 66 63 59 61 63 64 64 66 66 63 59 64)
deut1080,1,0,(62 67 71 71 71 71 74 74 72 71 72 74 71 62 67 71 71 71 71 74 74 72 71 72 74 71 72 72 76 76 76 76 74 74 74 74 72 72 72 72 71 71 67 72 72 71 74 74 72 71 72 74 71 74 69 72 72 71 74 74 72 71 72 69 67)
deut1081,0,0,(48 52 55 55 55 60 55 55 53 52 55 55 55 53 52 53 55 53 52 48 52 55 55 55 60 55 55 53 52 55 55 55 53 52 53 55 53 52 48 52 55 55 55 60 55 55 53 52 48 48 57 57 57 57 60 60 59 57 57 55 55 55 60 60 60 60 62 62 62 59 57 59 60 64 55 48 48 57 57 57 57 60 60 59 57 57 55 55 55 60 60 60 60 62 62 62 59 57 59 60)
deut1082,1,0,(67 69 71 71 71 67 69 71 71 71 74 74 72 71 69 69 72 72 72 69 72 71 71 67 71 69 67 69 71 74 69 72 72 72 69 72 71 71 67 71 69 67 69 67)
deut1083,0,0,(60 64 67 64 67 69 67 65 62 67 65 64 65 64 62 55 60 60 62 65 64 64 65 69 67 64 62 60)
deut1084,1,0,(67 67 67 62 71 71 71 67 71 74 74 76 74 72 71 69 71 74 72 71 69 62 62 67 71 74 71 74 72 71 69 62 62 67 71 74 67 76 76 76 74 72 71 74 72 71 69 67)
deut1085,2,0,(69 66 71 69 69 67 61 61 69 67 71 69 69 66 62 57 62 64 66 67 69 71 73 74 76 74 71 64 64 73 71 69 67 71 69 62)
deut1086,0,0,(55 60 60 60 64 62 60 59 55 60 60 60 64 62 59 60 52 55 55 55 57 55 55 52 52 55 55 55 57 55 55 52 60 60 60 64 62 60 59 52 55 55 60 64 62 59 60)
deut1087,1,0,(62 67 66 67 69 71 69 67 71 72 71 69 67 69 62 67 66 67 69 71 69 67 71 72 71 69 67 69 69 69 71 69 66 62 64 62 69 69 71 69 66 62 62 67 67 69 69 71 72 74 72 71 71 69 69 67)
deut1088,1,0,(71 67 69 71 67 71 74 72 71 71 69 69 66 67 69 66 69 72 71 69 69 67 74 71 72 74 71 72 74 69 71 72 71 69 71 67 79 78 76 74 71 72 74 72 69 71 67 69 66 67)
deut1089,-1,0,(65 67 69 69 69 69 69 67 69 70 70 69 67 67 67 67 67 65 67 69 72 70 69 69 72 67 67 67 65 67 69 65 67 69 69 69 69 72 70 69 67 69 72 70 67 65)
deut109,0,0,(67 67 64 69 67 67 62 62 64 65 64 62 69 67 67 67 64 72 72 71 69 74 72 71 67 71 69 67 67 67 72 76 74 72 71 71 69 74 72 71 69 67 62 65 64 60)
deut1090,-1,0,(65 67 69 69 69 72 77 72 69 69 67 67 65 64 65 67 67 69 72 70 67 67 65 72 69 70 72 69 70 72 70 67 69 70 67 69 70 72 69 69 69 69 69 72 77 72 69 69 67 69 72 70 67 67 65)
deut1091,-1,0,(65 69 65 69 65 69 70 72 69 69 67 67 67 67 67 67 74 72 74 72 69 72 69 69 69 69 72 70 67 67 67 67 60 65 69 65 69 65 69 72 72 69 69 67 74 72 74 72 69)
deut1092,3,0,(64 64 69 69 69 73 76 73 73 74 71 71 73 74 74 74 74 73 71 73 71 71 73 69 69 71 73 69 73 69 73 74 73 71 68 71 68 71 71 74 73 69 69 69 71 73 69 71 68 71 73 69)
deut1093,-1,0,(65 69 72 72 72 72 74 72 72 69 74 72 72 70 70 74 72 70 70 69 72 72 70 70 67 74 74 72 72 69 72 72 70 70 67 74 74 72 72 69 65 69 72 72 72 72 74 72 72 69 74 72 72 70 70 74 72 70 70 69)
deut1094,0,0,(55 55 60 55 60 55 60 64 55 64 64 62 59 62 60 59 57 55 55 55 55 55 53 62 62 60 59 57 55 64 64 55 55 53 62 62 60 59 57 55 64 64 55 55 57 59 60 64 55 64 64 62 59 62 60 59 57 55 55 55)
deut1095,-1,0,(65 69 72 69 72 69 72 69 72 77 69 74 72 72 70 70 67 64 67 67 65 69 69 72 70 70 67 67 74 72 72 69 69 72 70 70 67 67 74 72 72 69 70 72 69 72 69 72 69 72 77 69 74 72 72 70 70 67 64 67 67 65)
deut1096,1,0,(67 71 71 69 69 66 72 72 71 71 67 71 74 74 74 74 74 74 74 79 71 71 74 74 72 72 76 74 72 72 71)
deut1097,-1,0,(65 65 69 72 72 72 72 71 72 74 72 72 77 69 69 67 69 72 70 70 70 69 70 74 72 72 72 70 70 67 74 74 72 72 69 72 72 70 70 67 74 74 72 72 69 65 65 69 72 72 72 72 71 72 74 72 72 77 69 69 67 69 72 70 70 69 70 67 67 65)
deut1098,3,0,(69 64 64 64 69 66 66 69 68 69 71 68 69 69 71 73 73 73 74 73 71 71 71 71 69 69 69 71 69 68 68 66 64 64 69 69 71 71 73 74 76 74 73 73 71 71 69)
deut1099,-1,0,(60 65 67 69 71 72 72 72 72 74 76 77 74 72 72 72 71 71 71 71 69 69 69 67 67 69 67 65 69 72 72 72 71 71 71 71 69 69 69 67 67 69 67 65)
deut110,-1,0,(69 68 69 74 72 67 69 69 72 77 74 72 67 69 69 71 72 71 69 71 72 72 76 77 71 72 67 68 69 77 76 76 74 74 69 70 74 72 72 65 69 67 65)
deut1100,-1,0,(60 65 67 69 70 72 74 72 69 70 69 70 72 69 72 72 69 70 67 69 70 69 65 67 69 70 67 69 74 72 72 72 69 70 67 69 70 69 65 67 69 70 67 65)
deut1101,1,0,(62 67 62 62 67 64 64 64 72 74 74 72 66 67 67 69 71 71 71 74 72 69 69 69 71 72 72 72 76 74 71 71 67 64 66 67 66 67 64 62 67 71 74 72 69 66 67)
deut1102,1,0,(67 69 71 71 69 69 71 67 62 71 72 74 74 72 72 74 71 67 74 74 76 76 72 72 76 74 71 71 74 72 69 69 72 71 67 71 74 74 74 72 72 71)
deut1103,-1,0,(65 69 65 69 65 69 72 70 64 67 67 67 67 72 70 70 69 65 69 72 72 69 70 74 77 74 77 72 69 72 70 67 65 65 69 72 72 69 70 74 77 74 77 72 69 72 70 67 65)
deut1104,1,0,(67 69 69 69 69 71 72 74 72 71 67 64 67 67 67 67 72 71 71 69 69 60 64 67 69 71 67 66 69 72 78 78 74 78 74 72 69 72 72 71 69)
deut1105,-1,0,(60 60 65 69 69 67 67 65 65 65 67 69 72 72 70 70 69 72 72 69 65 72 70 72 74 70 67 60 64 67 70 69 72 69 65 69 67 70 69 74 72 72 70 69 67 65 69 69 67 65 64 65)
deut1106,-1,0,(60 60 65 69 69 67 67 65 60 65 69 69 72 72 70 70 69 69 72 69 65 72 70 72 74 70 67 60 64 67 70 69 72 69 65 64 65 69 67 70 69 70 74 72 69 72 70 69 67 67 65)
deut1107,1,0,(62 67 69 71 69 67 69 66 62 74 74 72 71 69 67 69 69 71 72 72 71 69 67 66 67 72 71 69 67 66 67)
deut1108,3,0,(64 69 68 69 71 69 71 73 74 73 71 71 73 74 76 74 73 71 69 73 71 69 68 69 71 73 74 76 74 73 71 69 73 71 69 68 69)
deut1109,4,0,(64 68 71 68 69 66 68 66 68 69 68 64 68 71 68 69 66 68 64 68 71 68 69 66 68 66 68 69 68 64 68 71 68 69 66 68 71 76 75 69 69 73 71 69 68 69 71 73 71 68 64 66 68 73 71 64 68 66 64 71 76 75 69 69 73 71 69 68 69 71 73 71 68 64 66 68 73 71 64 68 66 64)
deut111,-3,0,(63 63 75 75 70 70 67 67 65 65 63 63 63 75 75 70 70 67 67 65 65 63 70 70 65 70 72 74 70 63 75 63 72 70 63)
deut1110,-1,0,(65 69 72 77 72 69 70 67 65 69 69 65 69 72 77 72 69 70 67 69 69 69 69 69 67 72 70 70 69 69 72 77 72 69 65 72 64 65)
deut1111,-2,9,(65 70 74 72 69 70 67 65 65 70 74 72 69 70 65 70 74 72 69 70 69 67 65 67 69 62 64 66 67)
deut1112,1,0,(62 67 66 67 69 71 67 62 69 62 67 66 67 69 71 67 69 69 69 69 74 74 71 71 71 69 67 66 66 64 59 64 62 67 62 71)
deut1113,1,0,(62 67 67 67 62 67 67 62 67 74 74 74 74 74 76 76 74 72 72 72 76 74 71 71 71 71 71 72 72 74 71)
deut1114,1,0,(62 67 67 67 71 69 67 69 69 69 69 69 72 71 69 71 76 74 72 71)
deut1115,-1,0,(60 65 65 64 65 67 65 60 60 69 69 67 69 70 69 60 65 65 64 65 67 65 60 60 69 69 67 69 70 69 72 70 69 74 72 70 70 69 67 72 70 69 60 62 64 65)
deut1116,-1,0,(60 65 69 72 69 72 70 67 65 64 65 67 70 74 72 69 60 65 65 69 72 77 74 72 70 72 67 65)
deut1117,-1,0,(65 72 72 69 65 72 70 67 67 70 70 67 74 72 69 65 60 65 65 69 72 77 74 72 69 72 70 67 65)
deut1118,1,0,(62 67 67 71 69 67 66 67 69 62 67 67 72 71 69 69 71 72 76 72 69 71 74 71 67 71 69 72 69 66 67)
deut1119,1,0,(62 67 67 71 74 71 69 66 62 62 67 67 71 71 74 69 69 71 72 76 72 69 71 74 71 67 71 69 72 69 66 67)
deut112,2,0,(62 62 62 64 64 66 69 74 71 69 66 64 67 66 62 62 62 64 64 66 69 74 71 69 66 64 67 66 66 64 64 69 73 73 71 69 69 68 66 64 64 66 67 69 69 67 66 64 71 67 64 62 61 66 64 62)
deut1120,1,0,(62 67 62 71 69 67 66 67 69 74 72 71 69 67 71 69 69 71 72 76 72 69 71 74 71 67 71 69 72 69 66 67)
deut1121,0,0,(64 65 67 64 67 72 74 76 67 69 71 72 74 72 71 69 67 64 65 67 72 71 69 67 64 67 72 64 67 65 62 64 60 64 65 67 72 71 69 67 64 67 72 64 67 65 62 64 60)
deut1122,0,0,(67 69 67 64 72 74 76 67 72 74 72 71 72 69 69 67 72 74 72 71 72 69 69 67 64 72 67 67 65 62 69 67 65 64 72 74 72 71 72 69 69 67 64 72 67 67 65 62 69 67 65 64)
deut1123,-1,0,(77 74 74 72 72 70 67 67 65 65 69 67 65 70 74 72 77 74 74 72 72 70 67 67 65 65 72 69 67 69 70 67 65 64 65)
deut1124,1,0,(67 67 69 71 72 74 74 76 74 72 71 72 71 67 67 69 71 72 74 74 76 74 72 71 72 71 74 74 76 74 72 72 74 72 71 71 72 71 69 69 69 67 67 69 71 72 74 74 76 74 72 71 72 71)
deut1125,3,0,(64 64 69 69 69 73 71 69 68 69 64 64 69 69 69 73 71 69 68 69 69 69 81 80 78 78 76 74 73 76 74 73 71 71 69)
deut1126,3,0,(64 61 64 69 61 64 69 73 76 71 64 64 68 71 71 73 74 73 76 73 64 68 69 73 73 73 76 76 73 78 76 74 74 71 78 76 74 73 64 68 69 73 73 73 76 76 73 78 76 74 74 71 78 76 74 73)
deut1127,-2,0,(65 62 63 65 74 74 72 70 67 65 62 65 67 65 65 72 72 75 74 72 70 65 67 65 72 72 72 75 74 72 74 77 77 70 70 70 67 75 74 72 74 72 70 65 67 65 72 72 72 75 74 72 74 77 77 70 70 70 67 75 74 72 74 72 70)
deut1128,4,0,(64 64 68 71 68 71 76 73 71 68 71 73 71 69 66 66 71 71 68 64 64 68 71 68 71 76 73 71 68 71 73 71 69 66 66 71 71 68 68 68 71 69 69 66 69 69 73 71 68 68 68 71 69 66 66 71 71 68)
deut1129,-1,0,(60 65 64 65 67 65 67 69 72 70 69 70 69 67 65 67 65 69 65 72 67 65 64 65 62 67 64 62 60 65 64 65 67 65 67 69 72 70 69 70 69 67 65 67 65)
deut113,-1,0,(65 69 69 67 65 65 72 74 71 72 65 69 69 67 65 65 72 74 71 72 72 72 77 76 74 69 70 72 72 70 69 70 72 72 69 70 72 72 70 69 67 65)
deut1130,1,0,(67 62 67 69 71 69 71 72 71 69 71 69 71 72 74 76 74 72 71 71 69 74 72 71 74 74 72 72 71 71 72 69 74 72 71 76 74 72 71 69 67 74 72 71 74 74 72 72 71 71 72 69 74 72 71 76 74 72 71 69 67)
deut1131,1,0,(67 62 71 67 71 74 74 74 72 72 71 69 71 76 74 72 71 69 74 72 71 74 76 74 72 71 71 69 69 74 72 71 76 74 72 71 69 67 74 72 71 74 76 74 72 71 71 69 69 74 72 71 76 74 72 71 69 67)
deut1132,1,0,(62 67 62 71 69 67 67 66 66 62 69 62 72 71 69 71 71 74 71 74 62 62 72 72 69 72 69 72 62 62 71 71 72 69 67 67 69 67 69 71 72 69 67 67 71 74 62 67)
deut1133,-3,0,(63 67 68 70 72 70 68 67 65 67 63 63 67 68 70 72 70 68 67 65 67 63 65 65 67 68 70 68 67 67 68 70 72 70 68 67 65 65 63)
deut1134,-1,0,(72 72 74 72 70 70 69 69 69 69 70 69 67 67 65 65 67 67 67 69 70 72 72 74 72 70 69 69 67 72 72 72 74 76 77 74 72 72 74 72 70 69 67 69 70 69 65 69 72 72 70 67 70 69 72 74 70 67 64 67 65)
deut1135,-2,0,(74 70 67 67 65 65 72 70 72 74 70 65 74 70 65 67 75 74 72 74 72 65 72 74 72 70 67 65 74 75 74 74 72 72 65 67 65 77 75 72 70 72 69 70)
deut1136,1,0,(67 69 71 71 72 76 74 74 71 74 72 72 69 72 71 71 67 69 71 71 72 76 74 74 71 74 72 72 69 72 71 71 71 74 74 72 72 69 72 71 71 71 74 74 72 72 69 72 72 71 71 67 69 71 71 72 74 71 74 74 72 72 74 71)
deut1137,-1,0,(60 69 69 69 67 69 72 69 65 70 70 70 72 74 72 69 72 69 72 77 74 72 70 70 69 70 69 67 65 67 65)
deut1138,0,0,(60 60 55 55 60 60 57 57 62 59 55 57 59 60 60 60 55 55 60 60 57 57 62 59 55 57 59 60 60 59 60 62 59 60 62 64 60 59 60 62 59 60 62 64 60 55 55 55 60 57 57 57 62 59 55 57 59 60)
deut1139,0,9,(64 69 71 72 71 69 67 67 72 74 76 76 74 74 71 72 72 74 76 76 72 76 74 72 71 71 72 74 74 71 76 72 71 72 69 71 72 74 76 71 72 71 69)
deut114,-4,0,(68 72 70 68 63 65 67 68 72 70 67 68 65 63 72 70 68 67 65 63 61 60 68 65 70 68 67 68)
deut1140,-1,0,(60 65 65 65 65 65 67 69 69 69 65 69 72 69 70 74 72 70 69 65 69 72 72 72 72 74 72 72 70 70 70 72 70 69 69 69 69 72 70 69 69 67 67 67 67 72 70 69 69 67 67 65)
deut1141,2,0,(50 54 57 57 57 59 57 57 55 55 54 55 57 55 54 54 57 55 54 52 50 50 59 59 59 59 62 59 59 57 57 57 62 62 62 64 64 61 59 61 62 50 54 57 57 57 57 57 62 61 59 59 59 59 59 64 62 61 57 57 59 61 62 50 54 57 57 57 57 57 62 61 59 59 59 59 59 64 62 61 57 57 59 61 62)
deut1142,-1,0,(60 65 65 67 69 69 69 67 67 65 67 69 67 69 70 72 72 72 70 70 69 72 72 72 77 72 70 74 70 69 72 69 67 60 65 67 69 70 72 77 74 70 69 67 65)
deut1143,-1,9,(62 64 65 62 62 62 64 65 62 62 64 65 65 65 67 65 67 69 70 69 65 67 69 69 70 72 69 70 69 67 65 64 64 65 64 65 67 69 67 64 62 61 62)
deut1144,1,0,(62 67 69 71 72 76 74 67 71 74 74 72 74 72 71 67 71 74 74 74 76 74 74 72 72 71 72 74 71 71 71 74 72 71 69 66 66 67 69 67 69 71 72 76 74 67 71 74 74 72 74 72 71)
deut1145,1,0,(62 67 69 71 72 76 74 71 74 72 76 74 71 74 71 74 74 76 74 72 72 74 71 71 74 72 71 71 69 69 74 71 72 71 69 74 71 72 71 69 76 74 78 76 74 72 71)
deut1146,-3,0,(70 70 67 63 67 70 67 63 63 68 72 75 74 72 72 70 67 68 72 72 70 68 67 70 70 68 67 65 70 70 68 65 65 63 67 68 72 72 70 68 67 70 70 68 67 65 70 70 68 65 65 63)
deut1147,1,0,(62 62 64 66 67 71 69 69 67 69 71 72 74 76 74 71 72 74 71 62 67 71 74 76 74 72 71 72 74 71 69 71 74 72 71 69 67 69 62 67 71 74 76 74 72 74 71)
deut1148,1,0,(62 67 69 71 71 69 69 67 69 71 72 74 76 74 71 72 74 71 74 71 72 74 76 74 72 71 72 74 71 69 71 74 72 71 69 67 69 69 71 72 74 76 74 71 72 74 71)
deut1149,0,0,(67 67 69 67 64 64 64 67 62 67 72 71 69 67 69 65 65 67 62 67 67 71 74 74 74 71 67 65 64 67 72 74 76 72 69 72 69 67 69 65 65 67 64)
deut115,-1,0,(69 69 69 69 72 70 69 72 69 70 67 69 70 70 69 69 74 76 77 72 69 70 67 65)
deut1150,1,0,(62 62 67 67 71 71 69 69 67 69 71 74 72 71 71 69 67 67 76 74 76 74 71 72 74 71 69 71 72 74 72 71)
